cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps
2886,787038,87310,0,0,87310,68862
2886,787038,87649,0,0,87649,68862
2860,784371,86962,0,0,86962,68628
2886,781639,87193,0,0,87193,68390
2860,780003,87446,0,0,87446,68246
2860,780003,87367,0,0,87367,68246
2872,780845,87441,0,0,87441,68320
2910,781034,86699,0,0,86699,68336
2870,783168,87327,0,0,87327,68524
2870,783168,87532,0,0,87532,68524
2836,770528,86953,0,0,86953,67418
2750,760849,87251,0,0,87251,66570
2874,771410,87479,0,0,87479,67494
2874,771410,87306,0,0,87306,67494
2878,772833,87322,0,0,87322,67620
2888,775510,86770,0,0,86770,67852
2788,766640,87313,0,0,87313,67078
2788,766640,87558,0,0,87559,67078
2920,776501,87079,0,0,87079,67940
2910,779327,87392,0,0,87392,68186
2838,775737,87738,0,0,87739,67874
2838,775737,87535,0,0,87535,67874
2822,759652,87546,0,0,87546,66466
2844,775204,87511,0,0,87511,67828
2908,786385,87670,0,0,87670,68804
2908,786385,87981,0,0,87981,68804
2834,772944,87379,0,0,87379,67628
2898,785338,87305,0,0,87305,68714
2898,780412,87865,0,0,87865,68282
2898,780412,87889,0,0,87889,68282
2904,781271,87915,0,0,87915,68356
2890,776076,87250,0,0,87250,67906
2788,765916,87579,0,0,87580,67014
2854,776934,87854,0,0,87854,67978
2854,776934,87706,0,0,87706,67978
2870,780696,87712,0,0,87712,68306
2894,780145,87159,0,0,87159,68258
2832,781970,87740,0,0,87740,68418
2832,781970,88028,0,0,88028,68418
2870,775588,87395,0,0,87395,67860
2822,775666,87351,0,0,87351,67868
2856,773306,87409,0,0,87409,67660
2856,773306,87892,0,0,87892,67660
2864,784661,87866,0,0,87866,68654
2858,783505,87264,0,0,87264,68552
2862,782498,87308,0,0,87308,68464
2888,781403,87399,0,0,87399,68370
2888,781403,87816,0,0,87816,68370
2860,785449,87803,0,0,87803,68722
2868,781088,87222,0,0,87222,68342
2902,788015,87311,0,0,87311,68946
2918,783826,87767,0,0,87767,68582
2918,783826,87674,0,0,87674,68582
2898,784993,87735,0,0,87735,68682
2836,781812,87091,0,0,87091,68406
2904,784685,87627,0,0,87627,68656
2904,784685,87891,0,0,87891,68656
2868,778367,87272,0,0,87272,68102
2868,780994,87548,0,0,87548,68334
2868,782663,87805,0,0,87800,68478
2868,782663,87586,0,0,87586,68478
2878,783370,87889,0,0,87890,68542
2878,782285,87372,0,0,87372,68446
2812,776146,87451,0,0,87451,67910
2812,776146,88216,0,0,88216,67910
2820,776430,87462,0,0,87462,67934
2850,779837,87397,0,0,87397,68232
2860,768317,87798,0,0,87798,67224
2860,768317,87646,0,0,87646,67224
2776,759409,87562,0,0,87562,66444
2836,772086,86936,0,0,86936,67554
2836,772086,87812,0,0,87812,67554
2870,776186,87166,0,0,87166,67912
2878,784654,87733,0,0,87733,68652
2816,785101,87452,0,0,87452,68694
2816,785101,87774,0,0,87774,68694
2872,783167,86894,0,0,86894,68522
2846,789225,87183,0,0,87183,69054
2860,783607,86991,0,0,86991,68562
2928,785118,87414,0,0,87414,68694
2928,785118,88022,0,0,88022,68694
2886,781663,87620,0,0,87620,68392
2868,781058,87506,0,0,87506,68338
2886,783701,87392,0,0,87392,68570
2874,786747,87551,0,0,87551,68836
2874,786747,87869,0,0,87869,68836
2882,784519,87163,0,0,87163,68642
2820,783671,87161,0,0,87161,68566
2858,772975,87552,0,0,87553,67632
2858,772975,87458,0,0,87458,67632
2826,766593,87547,0,0,87547,67074
2838,769828,86895,0,0,86895,67356
2848,764216,87454,0,0,87454,66866
2848,764216,87862,0,0,87862,66866
2756,758520,87249,0,0,87249,66366
2832,769709,87201,0,0,87201,67346
2834,770064,87594,0,0,87594,67376
2834,770064,87487,0,0,87487,67376
2812,768536,87276,0,0,87276,67244
2800,754247,87166,0,0,87166,65992
2826,771890,87179,0,0,87179,67536
2826,771890,87555,0,0,87556,67536
2872,776887,86811,0,0,86811,67976
2852,772110,87160,0,0,87160,67556
2852,772110,87879,0,0,87879,67556
2874,784205,87151,0,0,87151,68614
2934,785134,87099,0,0,87099,68694
2840,784087,87562,0,0,87562,68604
2840,784087,87404,0,0,87404,68604
2872,779885,87307,0,0,87307,68236
2884,781656,86735,0,0,86735,68390
2890,784032,87334,0,0,87334,68598
2890,784032,87594,0,0,87594,68598
2906,784597,86854,0,0,86854,68650
2916,784638,87461,0,0,87461,68652
2916,784638,87731,0,0,87732,68652
2848,781616,87096,0,0,87096,68388
2876,782025,87095,0,0,87095,68424
2880,783867,87498,0,0,87498,68584
2880,783867,87249,0,0,87249,68584
2882,786534,87349,0,0,87349,68818
2852,783505,87281,0,0,87281,68552
2852,783505,87688,0,0,87688,68552
2848,783001,87626,0,0,87626,68508
2898,783269,86876,0,0,86876,68532
2834,776248,87449,0,0,87449,67920
2834,776248,87761,0,0,87761,67920
2860,779618,87146,0,0,87146,68212
2886,783150,87102,0,0,87102,68522
2886,783150,87995,0,0,87995,68522
2846,779019,87266,0,0,87266,68160
2874,782978,87177,0,0,87177,68506
2832,781254,87163,0,0,87163,68356
2832,781254,87601,0,0,87601,68356
2800,780246,87590,0,0,87590,68268
2944,783749,86996,0,0,86996,68574
2882,781379,87048,0,0,87048,68368
2886,781798,87546,0,0,87546,68402
2886,781798,87500,0,0,87500,68402
2870,783323,87435,0,0,87435,68538
2810,782794,86798,0,0,86798,68494
2852,784685,87410,0,0,87410,68656
2852,784685,87721,0,0,87721,68656
2892,778610,87109,0,0,87109,68124
2934,787832,87015,0,0,87015,68932
2872,784252,87510,0,0,87510,68618
2872,784252,87277,0,0,87277,68618
2832,780743,87284,0,0,87284,68310
2886,783576,87277,0,0,87277,68558
2886,783576,87573,0,0,87573,68558
2866,785165,87514,0,0,87514,68700
2884,781687,86930,0,0,86930,68392
2870,783488,87538,0,0,87538,68552
2870,783488,87950,0,0,87950,68552
2882,782930,87217,0,0,87217,68502
2852,771504,87218,0,0,87218,67502
2812,772732,87621,0,0,87621,67610
2812,772732,87435,0,0,87435,67610
2880,767309,87353,0,0,87353,67136
2826,777099,87310,0,0,87310,67992
2826,777099,87652,0,0,87652,67992
2904,781419,87616,0,0,87616,68370
2858,776257,87040,0,0,87036,67918
2910,783685,87450,0,0,87450,68570
2910,783685,87750,0,0,87750,68570
2924,783127,86978,0,0,86978,68520
2896,782238,87564,0,0,87564,68442
2896,782238,87832,0,0,87832,68442
2848,777941,87127,0,0,87127,68066
2854,776832,87384,0,0,87384,67968
2854,776832,88110,0,0,88110,67968
2876,780703,87416,0,0,87416,68308
2886,780199,87364,0,0,87364,68264
2872,772938,87775,0,0,87775,67626
2872,772938,87661,0,0,87662,67626
2838,771275,87512,0,0,87512,67484
2756,760778,86947,0,0,86947,66564
2854,774486,87487,0,0,87487,67764
2854,774486,87702,0,0,87702,67764
2758,758574,86985,0,0,86985,66372
2824,774871,87525,0,0,87525,67798
2824,774871,88019,0,0,88019,67798
2862,772708,87221,0,0,87221,67608
2822,762005,87485,0,0,87485,66672
2794,770402,87639,0,0,87639,67406
2794,770402,87503,0,0,87503,67406
2804,764957,87547,0,0,87547,66932
2896,788431,86998,0,0,86998,68984
2886,781490,87505,0,0,87505,68376
2886,781490,87951,0,0,87951,68376
2854,778617,87257,0,0,87257,68126
2838,776832,87190,0,0,87190,67968
2870,781788,87676,0,0,87676,68404
2870,781788,87517,0,0,87517,68404
2896,782782,87448,0,0,87448,68488
2800,780490,87260,0,0,87260,68290
2886,786896,87309,0,0,87309,68850
2886,786896,87746,0,0,87746,68850
2884,783749,86895,0,0,86895,68574
2870,780797,87507,0,0,87507,68316
2870,780797,87823,0,0,87823,68316
2888,782789,87160,0,0,87160,68490
2860,788904,87396,0,0,87396,69024
2852,782836,87509,0,0,87509,68494
2852,782836,87307,0,0,87307,68494
2940,788769,87276,0,0,87276,69014
2848,784174,87281,0,0,87281,68610
2890,779624,87336,0,0,87336,68214
2890,779624,88069,0,0,88069,68214
2880,783458,87296,0,0,87296,68548
2876,783685,87355,0,0,87355,68570
2840,781348,87304,0,0,87304,68364
2840,781348,87662,0,0,87662,68364
2876,784134,87569,0,0,87569,68608
2872,782765,87070,0,0,87070,68488
2902,785834,87429,0,0,87429,68756
2902,785834,88182,0,0,88183,68756
2924,784087,87431,0,0,87431,68604
2864,784725,87391,0,0,87391,68658
2886,783701,87796,0,0,87796,68570
2886,783701,87655,0,0,87655,68570
2820,780365,87596,0,0,87596,68278
2892,783079,87016,0,0,87016,68516
2886,786355,87402,0,0,87402,68800
2886,786355,88179,0,0,88179,68800
2870,785094,87463,0,0,87463,68692
2892,786652,87416,0,0,87416,68828
2884,783600,87364,0,0,87364,68560
2860,784046,87482,0,0,87482,68602
2860,784046,87801,0,0,87801,68602
2922,787487,87123,0,0,87123,68900
2870,775493,87627,0,0,87627,67852
2870,777917,87472,0,0,87472,68064
2888,772850,87678,0,0,87678,67620
2888,776288,87621,0,0,87621,67922
2856,775706,87469,0,0,87469,67870
2780,770402,87277,0,0,87278,67406
2840,783150,87152,0,0,87152,68522
2864,781663,87479,0,0,87479,68392
2924,783678,87720,0,0,87720,68568
2924,783678,87498,0,0,87498,68568
2884,783198,87505,0,0,87505,68526
2916,782403,87443,0,0,87443,68456
2888,777870,87618,0,0,87618,68060
2888,777870,87885,0,0,87885,68060
2876,784425,87221,0,0,87221,68634
