cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label
0,13142,71,0,41,30,1512,0
0,225669,106,0,75,31,21130,0
8,11509,78,0,45,33,1476,0
0,13508,70,0,37,33,1640,0
3494,1089522,86037,25842,3693,56502,102936,1
0,961271,60,0,60,0,82100,2
20066,393618,131798,131800,0,0,46308,2
0,7942,188,0,108,80,1178,0
3452,938687,93340,0,0,93340,82132,2
3598,1091867,76743,23266,1736,51741,103460,1
400,960958,19339,0,0,19339,82744,1
2004,1132062,61134,61134,0,0,115924,1
454,960963,27621,0,0,27621,82740,1
17954,352954,121931,121933,0,0,41524,2
20142,397460,129083,129084,0,0,46760,2
0,961205,438,0,438,0,82104,2
0,8991,56,0,32,24,1136,0
0,15311,75,0,46,29,2136,0
4672,1133721,87465,31766,4255,51444,108628,1
0,11793,56,0,40,16,1526,0
0,11038,56,0,32,24,1304,0
0,839252,65340,0,0,65340,72270,1
0,14460,54,0,31,23,1616,0
20378,399738,129694,129696,0,0,47028,2
94,961276,119,0,119,0,82110,2
1648,1148695,61727,61727,0,0,117626,1
0,11306,65,0,40,25,1308,0
0,68420,48,0,29,19,6570,0
158,1038766,65228,65228,0,0,106368,1
1422,741674,194279,65518,63225,65536,157188,1
1086,941899,79548,0,0,79548,82412,2
0,40729,56,0,28,28,4236,0
4,815376,65367,0,0,65367,70212,1
0,961228,49,0,39,10,82452,1
0,10066,83,0,49,34,1406,0
0,8161,48,0,31,17,1006,0
8,10109,63,0,41,22,1290,0
1530,832265,7585,0,7585,0,71120,2
0,255315,146,0,94,52,23708,0
606,961111,18896,0,0,18896,82746,1
0,10508,58,0,33,25,1506,0
3090,1104061,68633,25957,2033,40643,105212,1
1772,1139983,61778,61778,0,0,116736,1
0,9034,114,0,75,39,1116,0
11533,560303,188591,65536,57519,65536,158685,1
0,15194,53,0,30,23,1828,0
2,19479,63,0,31,32,2724,0
0,11372,157,0,97,60,1364,0
0,961279,207,0,207,0,82112,2
440,961184,20353,0,0,20353,82762,1
6,961181,193,0,193,0,82102,2
0,248420,58,0,35,23,23160,0
0,12572,63,0,41,22,1430,0
0,1136929,65511,65511,0,0,116422,1
0,11013,55,0,35,20,1450,0
0,961074,131,0,110,21,82428,1
0,9818,47,0,29,18,1254,0
34,1145679,59258,59258,0,0,117318,1
0,10691,51,0,32,19,1298,0
704,961464,20499,0,0,20499,82778,1
0,13333,72,0,43,29,1604,0
0,961175,22,0,9,13,82452,1
17792,349690,117631,117631,0,0,41140,2
0,219703,66,0,43,23,20466,0
0,14098,65,0,44,21,2118,0
1504,827832,6665,0,6665,0,70740,2
2890,783847,89197,0,0,89197,68588,2
20454,400724,133821,133821,0,0,47144,2
0,961201,123,0,123,0,82108,2
18174,354552,117634,117631,0,0,41712,2
0,1024969,65529,65529,0,0,104956,1
20446,400360,135623,135623,0,0,47102,2
3436,936673,94184,0,0,94184,81956,2
20156,394672,131360,131360,0,0,46432,2
4,10366,82,0,51,31,1228,0
3396,935706,92182,0,0,92182,81870,2
4292,1134613,85974,25763,3937,56274,108592,1
3406,932944,85178,0,0,85178,81628,2
0,8918,76,0,49,27,1552,0
488,961022,18780,0,0,18780,82746,1
4006,1116688,76517,21895,2165,52457,107218,1
0,16830,101,0,70,31,2152,0
908,1095625,64959,64960,0,0,112192,1
0,13854,102,0,71,31,1952,0
346,1143179,58746,58746,0,0,117062,1
19938,388858,132623,132623,0,0,45748,2
314,1148726,59835,59835,0,0,117630,1
0,12126,77,0,45,32,1964,0
20032,394196,131883,131883,0,0,46376,2
0,10776,70,0,43,27,1266,0
0,8591,49,0,31,18,1022,0
20496,399442,132261,132261,0,0,46994,2
0,10453,64,0,39,25,1364,0
0,207339,96,0,66,30,19824,0
0,960957,94,0,94,0,82070,2
3402,925523,95071,0,0,95071,80978,2
0,961125,131,0,116,15,82410,1
