cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label
2,15548,67,0,39,28,1854,0
0,10141,53,0,30,23,1372,0
8,7882,63,0,41,22,1042,0
0,207844,72,0,46,26,19506,0
8,9287,101,0,58,43,1180,0
4638,1134617,74818,24436,2584,47798,109008,2
7842,552707,191203,65437,60231,65536,154752,1
4742,1134705,78670,27993,2787,47890,109164,2
3582,1093764,82296,25180,4251,52865,104266,2
2486,520769,193706,65517,62654,65536,139934,1
11779,567088,187403,65474,56392,65536,160610,1
5860,543378,186228,65413,55279,65536,143623,1
5360,1108214,67641,21711,2066,43864,105336,2
8444,569227,191316,65195,60585,65536,149170,1
4,746664,196531,65536,65459,65536,163462,1
4,10752,57,0,33,24,1294,0
0,14077,62,0,36,26,1792,0
0,232091,68,0,41,27,21954,0
3600,1112737,85702,24097,2468,59137,105870,2
3858,585636,196164,65536,65092,65536,151426,1
8034,698271,191185,65235,60414,65536,179179,1
0,11954,59,0,34,25,1570,0
2942,1100115,91216,28715,4707,57794,104592,2
2,9963,59,0,34,25,1232,0
3768,747631,195989,65348,65105,65536,165348,1
11600,642393,190976,65406,60034,65536,157913,1
10447,566956,186838,65496,55807,65536,159157,1
1898,753459,196510,65536,65438,65536,153608,1
1192,566024,196008,65519,64953,65536,144432,1
3542,1093585,83011,24990,3812,54209,103698,2
6460,718767,194464,65447,63481,65536,158356,1
0,8070,49,0,31,18,1050,0
4514,1156965,84946,31410,3896,49640,111760,2
2914,1082612,74605,19882,1119,53604,102680,2
12284,614133,187782,65536,56709,65536,158985,1
7109,1219651,85827,31170,4189,50468,118544,2
0,13546,54,0,30,24,1608,0
9388,681450,196402,65469,65397,65536,150064,1
6808,714909,196389,65522,65331,65536,164794,1
4054,1115484,86980,26443,3743,56794,106448,2
0,12344,73,0,44,29,1424,0
8,4524,190,0,106,84,742,0
0,8523,53,0,30,23,1068,0
4,711168,196268,65512,65220,65536,151858,1
0,739346,196522,65536,65450,65536,158978,1
0,11471,155,0,95,60,1346,0
6370,1219590,96671,34386,5636,56649,118856,2
6942,1199548,80707,25342,4286,51076,116162,2
6772,743386,196550,65536,65478,65536,167810,1
0,8956,51,0,30,21,1124,0
2844,739014,196569,65536,65497,65536,145714,1
3704,1093430,91788,27806,5521,58461,103466,2
0,19328,56,0,34,22,2272,0
3564,1109962,83893,30605,3974,49311,106130,2
0,14198,67,0,43,24,1584,0
6,651058,195579,65536,64507,65536,149900,1
8,12296,75,0,42,33,1516,0
4676,1135529,81000,23644,3888,53468,108806,2
7542,652569,196174,65392,65246,65536,162822,1
3316,1066265,71080,22096,3236,45748,100240,2
1629,739026,196152,65258,65358,65536,159419,1
4636,1162708,89935,29710,4201,56024,112910,2
4752,751826,196505,65517,65452,65536,155142,1
4290,1118722,76333,23931,2986,49416,106854,2
