cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label,tcp_to_udp,tcp_to_icmp,pps_to_cps,kbps_to_pps,kbps_to_cps
1202,1042892,64354,64354,0,0,106794,1,0.0,0.0,88.846921797005,9.765454988107946,867.630615640599
6356,1190414,81533,23422,3283,54828,114790,1,0.05987816444152623,0.1401673640167364,18.060100692259283,10.370363272062026,187.28980490874764
9337,560000,190861,65388,59937,65536,143933,1,0.9145660400390625,0.9166360800146816,15.415336831958873,3.890699144740956,59.97643782799614
2842,1080306,80853,25420,2336,53097,102174,1,0.04399495263385879,0.0918961447678993,35.95144264602393,10.573198661107522,380.1217452498241
1990,1143960,61427,61427,0,0,117142,1,0.0,0.0,58.86532663316583,9.765583650612077,574.8542713567839
0,961215,53,0,36,17,82424,1,2.1176470588235294,36.0,82424.0,11.661833931864505,961215.0
0,960791,189,0,167,22,82420,1,7.590909090909091,167.0,82420.0,11.657255520504732,960791.0
6808,714909,196389,65522,65331,65536,164794,1,0.9968719482421875,0.9970849485668936,24.20593419506463,4.338197992645363,105.01013513513513
7374,1213506,90708,32503,3399,54806,118060,1,0.062018757070393754,0.10457496231117128,16.010306482234878,10.278722683381332,164.56550040683481
2,823841,65356,0,0,65356,70942,1,0.0,0.0,35471.0,11.612880944997322,411920.5
11365,569124,187546,65532,56478,65536,151727,1,0.861785888671875,0.8618384911188427,13.350373955125384,3.7509737884489907,50.0769027716674
4544,737148,196552,65528,65488,65536,153202,1,0.999267578125,0.999389573922598,33.71522887323944,4.811608203548256,162.22447183098592
762,961007,18418,0,0,18418,82736,1,0.0,0.0,108.5774278215223,11.61534277702572,1261.1640419947507
3788,1121561,88122,33196,4001,50921,107800,1,0.0785726910312052,0.12052656946620074,28.458289334741288,10.40409090909091,296.0826293558606
0,1040750,62756,62756,0,0,106572,1,0.0,0.0,106572.0,9.765698307247682,1040750.0
2988,1076096,75109,27124,1719,46266,101980,1,0.037154714044870966,0.06337560831735732,34.129852744310575,10.552029809766621,360.1392235609103
22,839961,65373,0,0,65373,72330,1,0.0,0.0,3287.7272727272725,11.612899211945251,38180.045454545456
10092,739277,196208,65374,65298,65536,157078,1,0.996368408203125,0.998837458316762,15.564605628220372,4.7064324730388725,73.25376535869997
1364,1132796,61618,61618,0,0,116000,1,0.0,0.0,85.04398826979472,9.76548275862069,830.4956011730205
3958,1122515,89290,28216,4089,56985,106930,1,0.0717557251908397,0.1449177771477176,27.016169782718546,10.497662021883475,283.6066195048004
3406,1078850,89808,25877,3981,59950,102090,1,0.06640533778148457,0.15384318120338525,29.97357604227833,10.567636399255559,316.7498532002349
1342,1146773,60929,60929,0,0,117430,1,0.0,0.0,87.5037257824143,9.765588009878226,854.5253353204173
1730,1140452,61746,61746,0,0,116784,1,0.0,0.0,67.50520231213874,9.765481572818194,659.2208092485549
3706,1094133,86087,25399,3780,56908,103886,1,0.06642299852393337,0.14882475688019214,28.031840259039395,10.532054367287218,295.23286562331356
146,961236,85,0,70,15,82444,1,4.666666666666667,70.0,564.6849315068494,11.659259618650236,6583.808219178082
138,960938,76,0,66,10,82430,1,6.6,66.0,597.3188405797101,11.657624651219216,6963.31884057971
594,753168,192858,65534,61788,65536,156106,1,0.94281005859375,0.9428388317514572,262.8047138047138,4.824721663485068,1267.959595959596
3275,668715,192959,65522,61901,65536,155491,1,0.9445343017578125,0.9447361191660816,47.4781679389313,4.300666919628789,204.18778625954198
5406,1160251,77071,27458,3024,46589,111728,1,0.06490802549958144,0.11013183771578411,20.667406585275618,10.384603680366604,214.6228264890862
0,961347,57,0,48,9,82418,1,5.333333333333333,48.0,82418.0,11.664284500958528,961347.0
0,961318,57,0,43,14,82486,1,3.0714285714285716,43.0,82486.0,11.654317096234513,961318.0
180,1134344,58440,58440,0,0,116156,1,0.0,0.0,645.3111111111111,9.765694410964565,6301.9111111111115
1636,1143904,61634,61634,0,0,117140,1,0.0,0.0,71.60146699266504,9.765272323715212,699.2078239608802
1306,744845,196116,65536,65044,65536,159848,1,0.99249267578125,0.99249267578125,122.39509954058192,4.659707972573945,570.3254211332312
0,961063,48,0,32,16,82426,1,2.0,32.0,82426.0,11.659706888603111,961063.0
474,1145625,58800,58800,0,0,117312,1,0.0,0.0,247.49367088607596,9.765625,2416.9303797468356
600,960969,19776,0,0,19776,82734,1,0.0,0.0,137.89,11.615164261367758,1601.615
1552,1028664,62246,62246,0,0,105334,1,0.0,0.0,67.86984536082474,9.765735659900887,662.7989690721649
4878,1141883,83246,27858,4255,51133,109482,1,0.08321436254473627,0.15273889008543326,22.444034440344403,10.429869750278584,234.08835588355885
2152,746152,192520,65536,61449,65536,159916,1,0.9376373291015625,0.9376373291015625,74.31040892193309,4.665899597288576,346.724907063197
0,841520,65334,0,0,65334,72464,1,0.0,0.0,72464.0,11.612938838595717,841520.0
384,961198,18520,0,0,18520,82754,1,0.0,0.0,215.50520833333334,11.615124344442565,2503.1197916666665
332,961126,19474,0,0,19474,82756,1,0.0,0.0,249.26506024096386,11.61397360916429,2894.9578313253014
0,961119,64,0,49,15,82410,1,3.2666666666666666,49.0,82410.0,11.662650163815071,961119.0
1592,1127552,61422,61422,0,0,115466,1,0.0,0.0,72.52889447236181,9.765229591394869,708.2613065326633
0,960933,66,0,49,17,82410,1,2.8823529411764706,49.0,82410.0,11.660393156170368,960933.0
0,961294,85,0,63,22,82472,1,2.8636363636363638,63.0,82472.0,11.656004462120478,961294.0
3576,746679,196479,65516,65427,65536,153178,1,0.9983367919921875,0.9986415532083766,42.835011185682326,4.874583817519487,208.8028523489933
5192,736418,196444,65524,65384,65536,150816,1,0.9976806640625,0.9978633783041329,29.047765793528505,4.882890409505623,141.83705701078583
5798,1171316,85033,27953,4043,53035,112922,1,0.0762326765343641,0.14463563839301685,19.47602621593653,10.372788296346151,202.02069679199724
2474,1087776,74537,28945,2269,43323,103770,1,0.05237402765274796,0.07839005009500777,41.94421988682296,10.482567215958369,439.6831042845594
572,960852,19155,0,0,19155,82736,1,0.0,0.0,144.64335664335664,11.613469348288533,1679.811188811189
3526,599990,195640,65536,64568,65536,150822,1,0.9852294921875,0.9852294921875,42.77424844015882,3.978133163596823,170.16165626772548
6366,1221343,92655,29742,4706,58207,118572,1,0.0808493823766901,0.1582274225001681,18.625824693685203,10.300433491886785,191.854068488847
0,961179,96,0,89,7,82436,1,12.714285714285714,89.0,82436.0,11.659699645785821,961179.0
3446,617320,195817,65536,64745,65536,149634,1,0.9879302978515625,0.9879302978515625,43.422518862449216,4.125532967106406,179.14103308183402
722,960702,21231,0,0,21231,82706,1,0.0,0.0,114.55124653739612,11.615868256232922,1330.612188365651
450,960943,20945,0,0,20945,82724,1,0.0,0.0,183.8311111111111,11.616254049610754,2135.428888888889
0,961175,22,0,9,13,82452,1,0.6923076923076923,9.0,82452.0,11.657388541211857,961175.0
530,1135896,63834,63834,0,0,116320,1,0.0,0.0,219.47169811320754,9.765268225584594,2143.2
1698,1147405,61268,61268,0,0,117496,1,0.0,0.0,69.1967020023557,9.765481378089467,675.7391048292109
726,961136,27515,0,0,27515,82736,1,0.0,0.0,113.96143250688705,11.616901953200541,1323.878787878788
9600,657192,192790,65460,61794,65536,148820,1,0.942901611328125,0.9439963336388635,15.502083333333333,4.416019352237602,68.4575
7187,571710,187404,65392,56476,65536,155362,1,0.86175537109375,0.8636530462441889,21.617086406010852,3.6798573653789215,79.5477946291916
2224,752083,196544,65536,65472,65536,153530,1,0.9990234375,0.9990234375,69.03327338129496,4.898606135608675,338.1668165467626
0,961170,108,0,97,11,82416,1,8.818181818181818,97.0,82416.0,11.662419918462435,961170.0
3746,1098692,84533,27391,2091,55051,104672,1,0.037982961254109826,0.076338943448578,27.942338494394022,10.496522470192602,293.2973838761345
0,961242,43519,0,0,43519,82758,1,0.0,0.0,82758.0,11.6150946132096,961242.0
3896,579031,194289,65536,63217,65536,153694,1,0.9646148681640625,0.9646148681640625,39.44917864476386,3.7674274857834398,148.6219199178645
1569,1141143,60574,60574,0,0,116853,1,0.0,0.0,74.47609942638623,9.765628610305255,727.3059273422563
2446,1080986,82293,27772,2262,52259,103004,1,0.04328441034080254,0.081448941379807,42.11120196238757,10.494602151372762,441.9403107113655
4826,1153710,83230,24199,4070,54961,110514,1,0.07405250996160914,0.1681887681309145,22.899709904682968,10.439491829089528,239.06133443845835
34,1145679,59258,59258,0,0,117318,1,0.0,0.0,3450.529411764706,9.765585843604562,33696.44117647059
4232,1112817,88087,29603,4813,53671,106222,1,0.08967598889530659,0.16258487315474782,25.099716446124763,10.476332586469846,262.95297731568996
1782,745848,196196,65525,65135,65536,153420,1,0.9938812255859375,0.994048073254483,86.0942760942761,4.861478294876809,418.54545454545456
1870,1037656,62527,62527,0,0,106256,1,0.0,0.0,56.82139037433155,9.765622647191687,554.896256684492
442,961055,20120,0,0,20120,82762,1,0.0,0.0,187.2443438914027,11.612273748821924,2174.3325791855204
0,961139,43,0,25,18,82376,1,1.3888888888888888,25.0,82376.0,11.66770661357677,961139.0
1644,1022578,61632,61632,0,0,104712,1,0.0,0.0,63.693430656934304,9.765623806249522,622.0060827250609
9871,740070,193031,65318,62177,65536,169234,1,0.9487457275390625,0.9519121834716311,17.144564887042854,4.373057423449189,74.97416675108904
2,839258,65344,0,0,65344,72274,1,0.0,0.0,36137.0,11.612170351717078,419629.0
3628,1159878,81037,25993,2173,52871,112016,1,0.04110003593652475,0.08359943061593506,30.875413450937156,10.354574346521925,319.70176405733184
196,961097,108,0,97,11,82410,1,8.818181818181818,97.0,420.4591836734694,11.66238320592161,4903.556122448979
0,961040,63,0,58,5,82412,1,11.6,58.0,82412.0,11.661408532737951,961040.0
52,739650,193784,65536,62712,65536,162018,1,0.9569091796875,0.9569091796875,3115.730769230769,4.565233492574899,14224.038461538461
522,960949,20245,0,0,20245,82742,1,0.0,0.0,158.5095785440613,11.613799521403882,1840.8984674329502
0,961299,59,0,45,14,82456,1,3.2142857142857144,45.0,82456.0,11.658326865237218,961299.0
0,960891,164,0,152,12,82376,1,12.666666666666666,152.0,82376.0,11.664696027969311,960891.0
2708,746518,196218,65420,65262,65536,148450,1,0.995819091796875,0.9975848364414552,54.819054652880354,5.028750421017177,275.67134416543576
12017,577087,185803,65456,54810,65536,157107,1,0.836334228515625,0.837356392080176,13.073728884080886,3.673209977913142,48.022551385537156
1676,839884,41047,0,0,41047,72326,1,0.0,0.0,43.153937947494036,11.612476840970052,501.1241050119332
342,961104,20074,0,0,20074,82754,1,0.0,0.0,241.97076023391813,11.61398844768833,2810.245614035088
1976,1146358,62360,62360,0,0,117388,1,0.0,0.0,59.406882591093115,9.765546733908065,580.1406882591093
0,1025156,65535,65535,0,0,104976,1,0.0,0.0,104976.0,9.765622618503278,1025156.0
3862,1085840,72616,22157,2396,48063,102452,1,0.049851236918211514,0.10813738321974997,26.528223718280685,10.598524186936322,281.1600207146556
5621,1165643,84768,25973,4057,54738,112294,1,0.07411670137747087,0.1562006699264621,19.97758405977584,10.3802785545087,207.37288738658603
596,961160,20793,0,0,20793,82748,1,0.0,0.0,138.83892617449663,11.615507323439841,1612.6845637583892
2996,1084981,89346,26979,5262,57105,102680,1,0.09214604675597583,0.19504058712331815,34.272363150867825,10.566624464355279,362.1431909212283
0,961185,56,0,44,12,82388,1,3.6666666666666665,44.0,82388.0,11.666565519250376,961185.0
1714,1141039,62305,62305,0,0,116842,1,0.0,0.0,68.16919486581097,9.765657896989097,665.7170361726954
2714,1065329,84691,22551,3659,58481,100992,1,0.06256732956002804,0.16225444547913617,37.21149594694178,10.548647417617238,392.53095062638175
2326,737231,196129,65513,65080,65536,150810,1,0.9930419921875,0.9933906247614978,64.83662940670679,4.8884755652808165,316.95227858985385
8,1040468,64790,64790,0,0,106544,1,0.0,0.0,13318.0,9.765617960654753,130058.5
610,960934,18844,0,0,18844,82744,1,0.0,0.0,135.64590163934426,11.61333752296239,1575.3016393442622
6214,722760,190750,65536,59678,65536,160691,1,0.910614013671875,0.910614013671875,25.859510782104923,4.497825018202637,116.31155455423237
0,960948,63,0,58,5,82418,1,11.6,58.0,82418.0,11.659443325487151,960948.0
1160,1138851,59922,59922,0,0,116618,1,0.0,0.0,100.53275862068965,9.765653672674887,981.7681034482758
6627,733654,196529,65534,65459,65536,154370,1,0.9988250732421875,0.9988555558946501,23.29409989437151,4.752568504243053,110.70680549268145
2088,1109895,90518,29612,4269,56637,105404,1,0.07537475501880396,0.14416452789409698,50.480842911877396,10.52991347576942,531.558908045977
3824,1121112,74451,26177,3389,44885,108308,1,0.07550406594630724,0.12946479734117736,28.323221757322177,10.35114672969679,293.17782426778246
10252,738005,193899,65469,62894,65536,165283,1,0.959686279296875,0.9606684079488002,16.122024970737417,4.465099254006764,71.98644166991807
114,961290,71,0,56,15,82464,1,3.7333333333333334,56.0,723.3684210526316,11.657086728754365,8432.368421052632
3158,1073846,76240,22077,2849,51314,101548,1,0.055520910472775464,0.1290483308420528,32.15579480683977,10.57476267380943,340.03989867004435
102,691218,193756,65525,62695,65536,145964,1,0.9566497802734375,0.956810377718428,1431.0196078431372,4.735537529801869,6776.64705882353
6415,774385,195771,65536,64699,65536,169737,1,0.9872283935546875,0.9872283935546875,26.459392049883085,4.562263973087777,120.71473109898675
7692,1197302,81784,27149,4345,50290,115984,1,0.08639888645854046,0.16004272717227153,15.078523140925636,10.322992826596773,155.6554862194488
556,960427,20241,0,0,20241,82698,1,0.0,0.0,148.73741007194243,11.613666594113521,1727.386690647482
1326,1144969,59098,59098,0,0,117244,1,0.0,0.0,88.41930618401207,9.765693766845212,863.4758672699849
0,961170,89,0,79,10,82428,1,7.9,79.0,82428.0,11.66072208472849,961170.0
3396,1077301,80682,21916,2683,56083,102042,1,0.047839808854733164,0.12242197481292207,30.047703180212014,10.557427333842927,317.2264428739694
