cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label,tcp_to_udp,tcp_to_icmp,pps_to_cps,kbps_to_pps,kbps_to_cps
660,961138,19192,0,0,19192,82746,1,0.0,0.0,125.37272727272727,11.615522200468904,1456.269696969697
0,961148,53,0,44,9,82448,1,4.888888888888889,44.0,82448.0,11.657626625266834,961148.0
0,961045,66,0,49,17,82386,1,2.8823529411764706,49.0,82386.0,11.665149418590538,961045.0
3529,741049,192643,65487,61620,65536,160331,1,0.94024658203125,0.9409501122360163,45.432417115330125,4.621994498880441,209.98838197789743
402,960807,19146,0,0,19146,82730,1,0.0,0.0,205.79601990049753,11.613767677988637,2390.0671641791046
6106,649705,195242,65536,64170,65536,157330,1,0.979156494140625,0.979156494140625,25.76645922043891,4.12956842305981,106.40435637078284
2,838413,65367,0,0,65367,72198,1,0.0,0.0,36099.0,11.612690102218899,419206.5
1094,1149296,59971,59971,0,0,117688,1,0.0,0.0,107.57586837294333,9.76561756508735,1050.54478976234
5314,1183191,81026,26659,2650,51717,113418,1,0.051240404509155596,0.09940357852882704,21.34324426044411,10.432127175580595,222.65543846443356
0,961116,97,0,85,12,82394,1,7.083333333333333,85.0,82394.0,11.664878510571159,961116.0
6328,666939,196144,65455,65153,65536,146960,1,0.9941558837890625,0.9953861431517836,23.223767383059418,4.538234893848666,105.39491150442478
1420,1036118,62185,62185,0,0,106100,1,0.0,0.0,74.71830985915493,9.765485391140434,729.6605633802817
5780,1199683,76757,27822,2026,46909,116108,1,0.04319000618218252,0.07282007044784702,20.087889273356403,10.332474937127502,207.5576124567474
706,1151508,59434,59434,0,0,117914,1,0.0,0.0,167.0169971671388,9.765659718099633,1631.0311614730879
3644,1106960,75389,26365,2115,46910,106128,1,0.04508633553613302,0.08021998862127822,29.12403951701427,10.430423639378864,303.7760702524698
0,960945,90,0,81,9,82348,1,9.0,81.0,82348.0,11.66931801622383,960945.0
3698,1090116,88900,28021,4812,56067,103184,1,0.08582588688533362,0.17172834659719496,27.902650081124932,10.564777484881377,294.7852893455922
504,961368,26089,0,0,26089,82784,1,0.0,0.0,164.25396825396825,11.612968689601855,1907.4761904761904
1278,1147625,60984,60984,0,0,117516,1,0.0,0.0,91.9530516431925,9.765691480309064,897.9851330203443
540,960543,19841,0,0,19841,82700,1,0.0,0.0,153.14814814814815,11.614788391777509,1778.7833333333333
460,961207,18916,0,0,18916,82754,1,0.0,0.0,179.9,11.615233100514779,2089.580434782609
2744,1070308,75338,20363,1300,53675,101724,1,0.02421984163949697,0.06384128075430928,37.07142857142857,10.52168613109984,390.0539358600583
2071,728964,195046,65314,64196,65536,148351,1,0.97955322265625,0.9828826897755458,71.63254466441333,4.913778808366644,351.98647996137134
3616,1092689,64082,20051,1439,42592,103920,1,0.03378568745304283,0.07176699416487956,28.738938053097346,10.514713240954581,302.1816924778761
6266,1273195,89672,33940,3651,52081,124935,1,0.0701023405848582,0.10757218621096051,19.938557293329076,10.19085924680834,203.1910309607405
394,741088,195839,65479,64824,65536,149878,1,0.9891357421875,0.989996792864888,380.4010152284264,4.944608281402207,1880.9340101522844
16,837114,65340,0,0,65340,72086,1,0.0,0.0,4505.375,11.612712593291347,52319.625
2670,672167,195554,65310,64708,65536,145854,1,0.98736572265625,0.9907824222936763,54.62696629213483,4.608492053697534,251.74794007490635
0,961125,79,0,66,13,82438,1,5.076923076923077,66.0,82438.0,11.658761736092579,961125.0
4142,733099,196345,65498,65311,65536,164363,1,0.9965667724609375,0.99714495099087,39.68203766296475,4.4602434854559725,176.99154997585708
1724,1136607,61384,61384,0,0,116392,1,0.0,0.0,67.51276102088167,9.765336105574267,659.2848027842227
468,960876,20265,0,0,20265,82738,1,0.0,0.0,176.7905982905983,11.613478691774034,2053.153846153846
4828,1133685,71064,24222,2594,44248,108536,1,0.0586241186042307,0.10709272562133598,22.48053024026512,10.445243974349525,234.81462303231152
468,961208,21060,0,0,21060,82752,1,0.0,0.0,176.82051282051282,11.615525908739366,2053.863247863248
1638,1033046,65175,65175,0,0,105784,1,0.0,0.0,64.58119658119658,9.765616728427739,630.6752136752136
606,961111,18896,0,0,18896,82746,1,0.0,0.0,136.54455445544554,11.61519590070819,1585.9917491749175
6644,721738,196493,65480,65477,65536,159154,1,0.9990997314453125,0.9999541844838119,23.954545454545453,4.534840468979731,108.63004214328717
570,1146020,59320,59320,0,0,117354,1,0.0,0.0,205.8842105263158,9.765495850162756,2010.561403508772
198,745796,194685,65436,63713,65536,159466,1,0.9721832275390625,0.9736689284186075,805.3838383838383,4.6768339332522295,3766.6464646464647
1716,1144539,61714,61714,0,0,117200,1,0.0,0.0,68.2983682983683,9.765691126279863,666.9807692307693
0,961169,58,0,52,6,82424,1,8.666666666666666,52.0,82424.0,11.66127584198777,961169.0
0,961198,108,0,87,21,82398,1,4.142857142857143,87.0,82398.0,11.665307410374039,961198.0
0,961277,56,0,47,9,82408,1,5.222222222222222,47.0,82408.0,11.664850499951461,961277.0
4640,1137781,89519,28536,3763,57220,109002,1,0.06576371897937784,0.1318685169610317,23.491810344827588,10.438166272178492,245.21142241379312
3438,1083428,70428,24572,2269,43587,103460,1,0.05205680592837314,0.0923408757935862,30.09307737056428,10.471950512275276,315.13321698662014
394,960705,18815,0,0,18815,82716,1,0.0,0.0,209.93908629441626,11.61450021761207,2438.3375634517765
6440,560465,188190,65524,57130,65536,154284,1,0.871734619140625,0.8718942677492216,23.957142857142856,3.6326838816727594,87.02872670807453
1876,1144843,65534,65534,0,0,117232,1,0.0,0.0,62.49040511727079,9.76561860242937,610.2574626865671
486,960846,20405,0,0,20405,82730,1,0.0,0.0,170.22633744855966,11.614239091018977,1977.0493827160494
0,961065,58740,0,0,58740,82742,1,0.0,0.0,82742.0,11.615201469628484,961065.0
1881,1134729,61873,61873,0,0,116198,1,0.0,0.0,61.7745879851143,9.765477891185734,603.2583732057416
458,960993,18972,0,0,18972,82736,1,0.0,0.0,180.64628820960698,11.615173564107522,2098.2379912663755
1907,1129287,61544,61545,0,0,115643,1,0.0,0.0,60.641321447299426,9.765286268948401,592.1798636601993
0,961262,68,0,66,2,82436,1,33.0,66.0,82436.0,11.660706487456936,961262.0
1378,1031844,61556,61556,0,0,105660,1,0.0,0.0,76.67634252539914,9.765701306076092,748.7982583454282
0,961244,101,0,75,26,82438,1,2.8846153846153846,75.0,82438.0,11.660205245153934,961244.0
0,960927,83,0,74,9,82402,1,8.222222222222221,74.0,82402.0,11.661452391932235,960927.0
2844,739014,196569,65536,65497,65536,145714,1,0.9994049072265625,0.9994049072265625,51.235583684950775,5.071674650342452,259.85021097046416
418,960306,19233,0,0,19233,82680,1,0.0,0.0,197.79904306220095,11.614731494920175,2297.3827751196172
414,1142476,59415,59415,0,0,116990,1,0.0,0.0,282.5845410628019,9.765586802290795,2759.6038647342993
1816,1150407,61890,61891,0,0,117800,1,0.0,0.0,64.86784140969164,9.765764006791171,633.4840308370044
5894,1160798,71294,23270,2086,45938,111462,1,0.045409029561583006,0.08964331757627847,18.911096029860875,10.414293660619762,196.94570749915167
3530,632547,189125,65483,58106,65536,158674,1,0.886627197265625,0.8873448070491577,44.95014164305949,3.986456508312641,179.19178470254957
0,960943,90,0,76,14,82392,1,5.428571428571429,76.0,82392.0,11.66306194776192,960943.0
1870,1135047,62429,62429,0,0,116228,1,0.0,0.0,62.15401069518717,9.765693292494063,606.9770053475936
11698,566620,189099,65417,58146,65536,151162,1,0.887237548828125,0.8888515217756853,12.922037955206019,3.74842883793546,48.4373397161908
3404,1094014,79764,23439,3168,53157,104184,1,0.05959704272250127,0.1351593498016127,30.606345475910693,10.500787069031713,321.39071680376026
0,961008,97,0,88,9,82458,1,9.777777777777779,88.0,82458.0,11.654515025831332,961008.0
0,961135,78,0,69,9,82452,1,7.666666666666667,69.0,82452.0,11.656903410469122,961135.0
1470,1035999,65516,65516,0,0,106088,1,0.0,0.0,72.1687074829932,9.765468290475832,704.761224489796
466,961203,18832,0,0,18832,82758,1,0.0,0.0,177.59227467811158,11.614623359675198,2062.667381974249
568,961267,20132,0,0,20132,82770,1,0.0,0.0,145.7218309859155,11.61371269783738,1692.3714788732395
0,961232,105,0,89,16,82430,1,5.5625,89.0,82430.0,11.661191313842048,961232.0
0,961006,121,0,113,8,82448,1,14.125,113.0,82448.0,11.655904327576168,961006.0
1812,1126086,61238,61238,0,0,115310,1,0.0,0.0,63.636865342163354,9.765727170236753,621.4602649006622
0,961067,75,0,66,9,82430,1,7.333333333333333,66.0,82430.0,11.659189615431275,961067.0
4530,1088820,85509,25218,3761,56530,103456,1,0.06653104546258624,0.14913950352922517,22.837969094922737,10.524474172595113,240.35761589403972
6788,1215373,86406,27729,4440,54237,117978,1,0.08186293489684164,0.16012117277940063,17.38037713612257,10.301691840851685,179.04728933411903
6662,1195931,67289,21986,1580,43723,115266,1,0.03613658715092743,0.071863913399436,17.30201140798559,10.37540124581403,179.51531071750225
3374,1107376,84914,25185,3598,56131,105484,1,0.06410005166485543,0.1428628151677586,31.263781861292234,10.498047097190096,328.2086544161233
162,645618,193870,65489,62846,65536,142648,1,0.958953857421875,0.9596420772954236,880.5432098765432,4.525951993718804,3985.296296296296
344,961060,20571,0,0,20571,82748,1,0.0,0.0,240.54651162790697,11.614298835017161,2793.779069767442
4044,1129882,86700,26089,4133,56478,107662,1,0.07317893693119444,0.15841925715818928,26.62265084075173,10.494714941204881,279.3971315529179
0,961404,42,0,32,10,82438,1,3.2,32.0,82438.0,11.662146097673403,961404.0
646,961222,20326,0,0,20326,82752,1,0.0,0.0,128.09907120743034,11.615695088940448,1487.9597523219813
418,960356,18888,0,0,18888,82680,1,0.0,0.0,197.79904306220095,11.615336236090952,2297.502392344498
0,961405,69,0,62,7,82456,1,8.857142857142858,62.0,82456.0,11.659612399340254,961405.0
394,960971,18947,0,0,18947,82744,1,0.0,0.0,210.01015228426397,11.613784685294402,2439.01269035533
5860,543378,186228,65413,55279,65536,143623,1,0.8434906005859375,0.8450766667176249,24.509044368600684,3.7833633888722558,92.72662116040955
1816,536715,193938,65536,62866,65536,132918,1,0.959259033203125,0.959259033203125,73.19273127753304,4.0379406852345054,295.54790748898677
6487,554650,191200,65358,60306,65536,149836,1,0.920196533203125,0.9227026530799596,23.097888083860028,3.701713873835393,85.50177277632187
470,961067,19336,0,0,19336,82740,1,0.0,0.0,176.04255319148936,11.615506405607928,2044.8234042553192
3568,1090993,70787,21359,2127,47301,103726,1,0.04496733684277288,0.09958331382555363,29.071188340807176,10.518028266779785,305.7715807174888
1862,1042241,62472,62472,0,0,106726,1,0.0,0.0,57.317937701396346,9.765577272642092,559.7427497314716
6464,655379,194549,65505,63508,65536,162350,1,0.96905517578125,0.969513777574231,25.11602722772277,4.036827841084078,101.38907797029702
1832,840858,31187,0,0,31187,72408,1,0.0,0.0,39.52401746724891,11.612777593636062,458.98362445414847
1960,1143805,60876,60876,0,0,117126,1,0.0,0.0,59.75816326530612,9.765594317231017,583.5739795918367
3502,1103615,82783,25216,3427,54140,104956,1,0.06329885482083487,0.13590577411167512,29.970302684180467,10.515025343953656,315.1384922901199
1790,1129734,64286,64286,0,0,115684,1,0.0,0.0,64.62793296089386,9.765689291518274,631.136312849162
0,960963,53,0,39,14,82374,1,2.7857142857142856,39.0,82374.0,11.665853303226747,960963.0
1326,1032085,60995,60995,0,0,105686,1,0.0,0.0,79.7028657616893,9.765579168480215,778.344645550528
0,829297,65303,0,0,65303,71412,1,0.0,0.0,71412.0,11.612852181706156,829297.0
0,960904,52,0,37,15,82416,1,2.466666666666667,37.0,82416.0,11.659192389827219,960904.0
400,960795,19059,0,0,19059,82728,1,0.0,0.0,206.82,11.613903394255875,2401.9875
0,961136,86,0,72,14,82378,1,5.142857142857143,72.0,82378.0,11.667386923693218,961136.0
5302,1160341,73852,25477,2323,46052,111308,1,0.05044297750369148,0.09118028025277701,20.993587325537533,10.424596614798578,218.8496793662769
1422,741674,194279,65518,63225,65536,157188,1,0.9647369384765625,0.9650019841875516,110.54008438818565,4.718388172125098,521.5710267229255
1613,1155564,61519,61519,0,0,118330,1,0.0,0.0,73.36019838809672,9.765604664920138,716.4066955982642
0,961230,67,0,61,6,82406,1,10.166666666666666,61.0,82406.0,11.664563259956799,961230.0
512,960363,19370,0,0,19370,82686,1,0.0,0.0,161.49609375,11.61457804223206,1875.708984375
316,961439,18775,0,0,18775,82766,1,0.0,0.0,261.9177215189873,11.61635212526883,3042.528481012658
3494,1089522,86037,25842,3693,56502,102936,1,0.06536051821174471,0.14290689575110285,29.46078992558672,10.584460247143856,311.8265598168289
2184,1138155,62201,62201,0,0,116548,1,0.0,0.0,53.36446886446886,9.76554724233792,521.1332417582418
822,1140648,59876,59876,0,0,116802,1,0.0,0.0,142.09489051094891,9.765654697693533,1387.6496350364964
7666,582299,186689,65302,55852,65536,150918,1,0.85223388671875,0.85528774003859,19.686668405948343,3.8583800474429824,75.95864857813723
0,961233,83,0,74,9,82432,1,8.222222222222221,74.0,82432.0,11.660920516304348,961233.0
1980,1133397,61660,61660,0,0,116062,1,0.0,0.0,58.617171717171715,9.765444331478003,572.4227272727272
3146,1171190,82768,31801,3344,47623,113144,1,0.07021817189173299,0.10515392597717053,35.96439923712651,10.351322208866577,372.2790845518118
1352,1147007,61956,61956,0,0,117454,1,0.0,0.0,86.87426035502959,9.765584824697328,848.3779585798817
1210,1150054,59653,59653,0,0,117766,1,0.0,0.0,97.32727272727273,9.76558599256152,950.4578512396694
4788,1142747,89347,30758,4458,54131,109532,1,0.08235576656629288,0.14493790233435203,22.87635756056809,10.432996749808275,238.66896407685883
476,960932,19143,0,0,19143,82732,1,0.0,0.0,173.80672268907563,11.61499782430015,2018.764705882353
4,750143,196434,65507,65391,65536,150300,1,0.9977874755859375,0.9982291968797228,37575.0,4.990971390552229,187535.75
1402,1152296,59683,59683,0,0,117996,1,0.0,0.0,84.16262482168331,9.765551374622868,821.8944365192582
2782,1079707,80085,23421,2479,54185,102426,1,0.045750669004337,0.10584518167456557,36.81739755571531,10.541337160486595,388.10460100647015
1936,1147687,61146,61146,0,0,117524,1,0.0,0.0,60.70454545454545,9.765554269766175,592.8135330578513
616,961188,19938,0,0,19938,82760,1,0.0,0.0,134.35064935064935,11.614161430642822,1560.3701298701299
4496,1118271,86845,25657,4439,56749,106735,1,0.07822164267211756,0.17301321276844525,23.739991103202847,10.47707874642807,248.725756227758
20,645068,195460,65491,64433,65536,153026,1,0.9831695556640625,0.9838451084881892,7651.3,4.215414374027943,32253.4
524,961199,19599,0,0,19599,82772,1,0.0,0.0,157.9618320610687,11.612610544628618,1834.3492366412213
3226,1102928,72941,24608,1979,46354,105036,1,0.042693187211459635,0.08042100130039012,32.55920644761314,10.500476027266842,341.8871667699938
3874,726797,196568,65511,65521,65536,153198,1,0.9997711181640625,1.0001526461204988,39.54517294785751,4.744167678429222,187.60893133711926
156,734837,194803,65536,63731,65536,161366,1,0.9724578857421875,0.9724578857421875,1034.3974358974358,4.553852732298005,4710.49358974359
0,961158,85,0,70,15,82410,1,4.666666666666667,70.0,82410.0,11.663123407353476,961158.0
0,961078,63,0,47,16,82412,1,2.9375,47.0,82412.0,11.661869630636316,961078.0
0,961052,84,0,70,14,82432,1,5.0,70.0,82432.0,11.658724767080745,961052.0
5360,733890,196500,65536,65428,65536,165730,1,0.99835205078125,0.99835205078125,30.919776119402986,4.428226633681289,136.919776119403
4274,1150011,76013,26852,2416,46745,110148,1,0.05168467215744999,0.08997467600178757,25.771642489471223,10.440598104368668,269.07136172204025
867,750701,196277,65436,65305,65536,152785,1,0.9964752197265625,0.9979980438902133,176.2226066897347,4.91344700068724,865.8604382929642
562,961351,19459,0,0,19459,82776,1,0.0,0.0,147.288256227758,11.613885667343192,1710.5889679715303
0,1140054,62662,62662,0,0,116742,1,0.0,0.0,116742.0,9.765585650408592,1140054.0
0,825201,65295,0,0,65295,71058,1,0.0,0.0,71058.0,11.613062568605928,825201.0
5652,1187009,85781,23917,4227,57637,114750,1,0.07333830699030137,0.176736212735711,20.302547770700638,10.344305010893246,210.0157466383581
620,960814,20592,0,0,20592,82734,1,0.0,0.0,133.44193548387096,11.613290787342567,1549.7
0,961433,32,0,19,13,82450,1,1.4615384615384615,19.0,82450.0,11.660800485142511,961433.0
3494,1095098,85188,25137,3741,56310,104104,1,0.06643580181140117,0.14882444205752476,29.795077275329135,10.519269192346115,313.42243846594164
4728,1172891,75400,25061,1662,48677,112594,1,0.03414343529798467,0.06631818363193807,23.81429780033841,10.416993800735385,248.07339255499153
7835,662240,193487,64561,63390,65536,148112,1,0.967254638671875,0.9818621148990877,18.903892788768346,4.471210975478017,84.52329291640076
0,961113,110,0,97,13,82416,1,7.461538461538462,97.0,82416.0,11.661728305183459,961113.0
8335,697299,195207,65536,64135,65536,163795,1,0.9786224365234375,0.9786224365234375,19.651469706058787,4.257144601483562,83.65914817036592
0,961093,75,0,65,10,82364,1,6.5,65.0,82364.0,11.668848040406003,961093.0
1682,1150366,60278,60278,0,0,117798,1,0.0,0.0,70.03448275862068,9.76558175860371,683.9274673008323
6392,552383,192703,65439,61728,65536,152988,1,0.94189453125,0.9432906982074909,23.934292866082604,3.610629591863414,86.41786608260325
1218,1139850,59087,59087,0,0,116722,1,0.0,0.0,95.83087027914614,9.765511214681037,935.8374384236453
0,961335,36,0,31,5,82452,1,6.2,31.0,82452.0,11.659329064182797,961335.0
6386,1184130,87588,26943,3722,56924,114244,1,0.06538542618227812,0.13814348810451693,17.88975884747886,10.36492069605406,185.42593172564986
0,960865,60,0,51,9,82390,1,5.666666666666667,51.0,82390.0,11.662398349314238,960865.0
0,961158,54,0,39,15,82468,1,2.6,39.0,82468.0,11.654920696512587,961158.0
4712,650743,196290,65536,65218,65536,160860,1,0.995147705078125,0.995147705078125,34.1383701188455,4.045399726470222,138.1033531409168
11090,734789,196330,65481,65313,65536,153904,1,0.9965972900390625,0.9974343702753471,13.877727682596934,4.774333350660152,66.25689810640216
3832,1093172,75416,24256,2878,48282,103550,1,0.059608135537053145,0.11865105540897097,27.022442588726513,10.556948334138097,285.27453027139876
4324,1128809,82669,29321,4333,49015,107898,1,0.08840150974191574,0.14777804304082398,24.95328399629972,10.461815788985895,261.0566604995375
1634,648715,195579,65536,64507,65536,151254,1,0.9842987060546875,0.9842987060546875,92.56670746634028,4.288911367633252,397.01040391676867
4538,1128318,76873,24827,3220,48826,108060,1,0.06594847007741778,0.12969750674668706,23.81225209343323,10.441588006662965,248.6377258704275
366,1143695,59234,59234,0,0,117114,1,0.0,0.0,319.9836065573771,9.765655685912872,3124.8497267759562
2350,735420,196469,65536,65397,65536,152116,1,0.9978790283203125,0.9978790283203125,64.73021276595745,4.834599910594546,312.9446808510638
1840,1145126,61183,61183,0,0,117262,1,0.0,0.0,63.72934782608696,9.765533591444798,622.3510869565217
2392,731075,196553,65501,65516,65536,146874,1,0.99969482421875,1.0002290041373414,61.40217391304348,4.977565804703351,305.6333612040134
1566,1151875,60427,60427,0,0,117952,1,0.0,0.0,75.3205619412516,9.765625,735.5523627075352
0,961056,58,0,46,12,82364,1,3.8333333333333335,46.0,82364.0,11.66839881501627,961056.0
1896,744551,196337,65536,65265,65536,152474,1,0.9958648681640625,0.9958648681640625,80.41877637130801,4.883134173695187,392.69567510548524
598,961040,20133,0,0,20133,82740,1,0.0,0.0,138.36120401337791,11.615180082185159,1607.0903010033444
13060,642136,186684,65377,55771,65536,167561,1,0.8509979248046875,0.8530675925784297,12.830091883614088,3.8322521350433574,49.168147013782544
0,1042937,65536,65536,0,0,106796,1,0.0,0.0,106796.0,9.765693471665605,1042937.0
0,961176,73,0,68,5,82448,1,13.6,68.0,82448.0,11.657966233262178,961176.0
822,960889,19458,0,0,19458,82738,1,0.0,0.0,100.65450121654501,11.613635814257053,1168.9647201946473
681,1142628,58918,58918,0,0,117006,1,0.0,0.0,171.8149779735683,9.765550484590534,1677.8678414096917
11884,573155,191398,65524,60334,65536,161586,1,0.920623779296875,0.9207923814174959,13.596937058229551,3.5470585322985904,48.229131605520024
4,828720,65298,0,0,65298,71362,1,0.0,0.0,17840.5,11.612903225806452,207180.0
2,831705,65339,0,0,65339,71620,1,0.0,0.0,35810.0,11.612747835800056,415852.5
16,834307,65332,0,0,65332,71842,1,0.0,0.0,4490.125,11.613081484368475,52144.1875
0,1143370,64321,64321,0,0,117082,1,0.0,0.0,117082.0,9.765548931518081,1143370.0
544,960752,20987,0,0,20987,82720,1,0.0,0.0,152.05882352941177,11.614506769825919,1766.0882352941176
0,960691,61708,0,0,61708,82718,1,0.0,0.0,82718.0,11.614050146280132,960691.0
0,1146719,62425,62425,0,0,117426,1,0.0,0.0,117426.0,9.765460800844787,1146719.0
1745,1133092,61904,61904,0,0,116036,1,0.0,0.0,66.49627507163324,9.765003964286946,649.3363896848138
0,960924,96,0,89,7,82400,1,12.714285714285714,89.0,82400.0,11.661699029126213,960924.0
2,838757,65335,0,0,65335,72226,1,0.0,0.0,36113.0,11.612951014869992,419378.5
436,960706,18362,0,0,18362,82716,1,0.0,0.0,189.71559633027522,11.614512307171527,2203.454128440367
9298,741259,196337,65522,65279,65536,164702,1,0.9960784912109375,0.996291321998718,17.713701871370187,4.500607157168704,79.72241342224135
1449,1148296,60909,60909,0,0,117588,1,0.0,0.0,81.1511387163561,9.765418239956459,792.4748102139406
12966,573058,186288,65486,55266,65536,153314,1,0.843292236328125,0.843936108481202,11.824309733148233,3.7378060712002816,44.196976708314054
8572,750603,196430,65508,65386,65536,166824,1,0.997711181640625,0.9981376320449411,19.461502566495568,4.499370594159114,87.56451236584228
4,1154472,62936,62936,0,0,118218,1,0.0,0.0,29554.5,9.7656194488149,288618.0
550,961291,20127,0,0,20127,82760,1,0.0,0.0,150.47272727272727,11.615405993233447,1747.8018181818181
1114,887983,61062,61062,0,0,90936,1,0.0,0.0,81.63016157989227,9.764922582915457,797.1122082585279
560,960380,25774,0,0,25774,82682,1,0.0,0.0,147.64642857142857,11.615345540746475,1714.9642857142858
1320,1135055,61079,61079,0,0,116232,1,0.0,0.0,88.05454545454545,9.7654260444628,859.8901515151515
0,961318,57,0,43,14,82486,1,3.0714285714285716,43.0,82486.0,11.654317096234513,961318.0
470,960779,19306,0,0,19306,82732,1,0.0,0.0,176.0255319148936,11.613148479427549,2044.2106382978723
1512,1149578,61283,61283,0,0,117716,1,0.0,0.0,77.85449735449735,9.765690305480987,760.3029100529101
748,637350,194749,65536,63677,65536,150764,1,0.9716339111328125,0.9716339111328125,201.55614973262033,4.227468095831896,852.072192513369
366,960837,18722,0,0,18722,82738,1,0.0,0.0,226.0601092896175,11.613007324324977,2625.2377049180327
4294,1141852,87521,27311,3954,56257,109094,1,0.07028458680697514,0.14477682984877888,25.40614811364695,10.466680110730197,265.918025151374
3598,1091867,76743,23266,1736,51741,103460,1,0.033551728803076865,0.07461531849050117,28.754863813229573,10.553518267929634,303.4649805447471
8,719366,195970,65536,64898,65536,144540,1,0.990264892578125,0.990264892578125,18067.5,4.976933720769337,89920.75
1540,1138929,60750,60750,0,0,116626,1,0.0,0.0,75.73116883116883,9.765652598905904,739.5642857142857
6,832970,65336,0,0,65336,71728,1,0.0,0.0,11954.666666666666,11.612898728530002,138828.33333333334
0,961182,65,0,58,7,82388,1,8.285714285714286,58.0,82388.0,11.666529106180512,961182.0
0,961100,67,0,61,6,82402,1,10.166666666666666,61.0,82402.0,11.663551855537486,961100.0
0,746586,196113,65536,65041,65536,146320,1,0.9924468994140625,0.9924468994140625,146320.0,5.10241935483871,746586.0
5782,1190053,79627,26687,2756,50185,115904,1,0.054916807811098936,0.10327125566755349,20.04565894154272,10.267574889563777,205.82030439294363
2016,1038046,60770,60770,0,0,106296,1,0.0,0.0,52.726190476190474,9.765616768269737,514.9037698412699
4532,755552,195481,65480,64461,65536,152580,1,0.9835968017578125,0.9844379963347587,33.66725507502206,4.951841656835758,166.71491615180935
4612,1144425,85227,27731,4912,52584,109812,1,0.09341244485014454,0.1771302874039883,23.810060711188203,10.421675226751175,248.14071986123156
508,961147,18597,0,0,18597,82750,1,0.0,0.0,162.89370078740157,11.615069486404835,1892.0216535433071
6036,655904,192956,65443,61977,65536,146934,1,0.9456939697265625,0.9470378802927739,24.342942345924452,4.463936189037255,108.66534128561962
4364,1130370,86074,24855,4232,56987,108088,1,0.07426255110814747,0.17026755180044256,24.768102658111825,10.45786766338539,259.02153987167736
0,961559,65,0,63,2,82464,1,31.5,63.0,82464.0,11.660348758246023,961559.0
234,961068,19797,0,0,19797,82754,1,0.0,0.0,353.64957264957263,11.613553423399473,4107.128205128205
9328,745742,196148,65536,65076,65536,165435,1,0.99298095703125,0.99298095703125,17.73531303602058,4.507764378759029,79.94661234991423
2790,665612,196192,65536,65120,65536,160854,1,0.99365234375,0.99365234375,57.65376344086022,4.137988486453554,238.57060931899642
0,961194,59,0,47,12,82392,1,3.9166666666666665,47.0,82392.0,11.666108360034954,961194.0
4,711168,196344,65512,65296,65536,151858,1,0.996337890625,0.9967028941262669,37964.5,4.683111854495647,177792.0
556,961121,20255,0,0,20255,82762,1,0.0,0.0,148.8525179856115,11.61307121625867,1728.6348920863309
0,961093,75,0,65,10,82364,1,6.5,65.0,82364.0,11.668848040406003,961093.0
0,961172,77,0,64,13,82428,1,4.923076923076923,64.0,82428.0,11.660746348328239,961172.0
1532,1037656,61222,61222,0,0,106256,1,0.0,0.0,69.35770234986946,9.765622647191687,677.3211488250653
1734,835842,20224,0,0,20224,71982,1,0.0,0.0,41.5121107266436,11.61181962157206,482.0311418685121
860,1148342,60423,60423,0,0,117592,1,0.0,0.0,136.73488372093024,9.765477243349888,1335.2813953488371
3110,1090372,81144,23696,3023,54425,103650,1,0.05554432705558107,0.1275742741390952,33.32797427652733,10.519749155812832,350.60192926045016
50,1155546,58415,58415,0,0,118328,1,0.0,0.0,2366.56,9.76561760530052,23110.92
1915,1134558,62277,62277,0,0,116178,1,0.0,0.0,60.66736292428198,9.765687135257966,592.4584856396867
276,1144891,63546,63546,0,0,117236,1,0.0,0.0,424.768115942029,9.765694837763144,4148.155797101449
1684,1144126,61666,61666,0,0,117161,1,0.0,0.0,69.5730403800475,9.765416819590136,679.4097387173397
2732,1086467,70418,22903,1618,45897,103610,1,0.03525284877007212,0.0706457669300965,37.92459736456808,10.486121030788533,397.68191800878475
0,960877,71,0,63,8,82454,1,7.875,63.0,82454.0,11.653491643825648,960877.0
0,961073,76,0,63,13,82398,1,4.846153846153846,63.0,82398.0,11.66379038326173,961073.0
8281,702176,193045,65520,61989,65536,176029,1,0.9458770751953125,0.9461080586080586,21.256973795435332,3.988979088672889,84.79362395845912
398,960985,19666,0,0,19666,82746,1,0.0,0.0,207.90452261306532,11.613673168491529,2414.535175879397
488,960938,18783,0,0,18783,82728,1,0.0,0.0,169.52459016393442,11.615631950488348,1969.1352459016393
0,961089,54,0,43,11,82400,1,3.909090909090909,43.0,82400.0,11.66370145631068,961089.0
0,961215,53,0,36,17,82424,1,2.1176470588235294,36.0,82424.0,11.661833931864505,961215.0
3086,1090316,86197,27143,3481,55573,103254,1,0.06263833156388894,0.1282466934384556,33.458846403110826,10.559552172312937,353.3104342190538
1846,1148600,61503,61503,0,0,117618,1,0.0,0.0,63.71505958829903,9.765512081484127,622.2101841820152
0,961309,220,0,197,23,82412,1,8.565217391304348,197.0,82412.0,11.664672620492162,961309.0
6448,1196743,85321,25749,4258,55314,115678,1,0.07697870340239361,0.1653656452677774,17.940136476426797,10.345467591071769,185.5991004962779
4616,735059,196575,65536,65503,65536,159826,1,0.9994964599609375,0.9994964599609375,34.62435008665511,4.599120293318984,159.24155112651647
4,831756,65358,0,0,65358,71622,1,0.0,0.0,17905.5,11.613135628717433,207939.0
