cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label
0,961149,97,0,88,9,82416,1
0,12604,58,0,34,24,2028,0
20126,396025,133323,133324,0,0,46596,2
2872,785527,87396,0,0,87396,68730,2
17966,350132,114914,114915,0,0,41192,2
2038,1141195,63527,63527,0,0,116858,1
2,9627,76,0,49,27,1288,0
20112,396922,132306,132306,0,0,46700,2
0,8287,141,0,92,49,1082,0
532,961128,18944,0,0,18944,82754,1
0,9958,49,0,30,19,1134,0
1706,1143101,61596,61596,0,0,117054,1
2916,920517,86253,0,0,86253,80542,2
518,960588,19722,0,0,19722,82704,1
0,12524,61,0,41,20,1462,0
1610,1032734,65136,65136,0,0,105752,1
3444,941022,94586,0,0,94586,82338,2
0,960947,99,0,99,0,82070,2
28,926130,83825,0,0,83825,81034,2
0,14533,99,0,68,31,1654,0
0,40148,60,0,37,23,4304,0
0,16493,72,0,39,33,1886,0
16,961216,111,0,111,0,82118,2
0,15423,73,0,42,31,1758,0
1516,829575,7924,0,7924,0,70890,2
4,961637,55,0,55,0,82124,2
3418,939782,89394,0,0,89394,82226,2
424,961080,19297,0,0,19297,82740,1
684,961018,18754,0,0,18754,82738,1
0,13217,54,0,31,23,1480,0
0,7668,100,0,57,43,898,0
660,961140,19329,0,0,19329,82756,1
0,960999,66,0,66,0,82084,2
0,10804,56,0,31,25,1354,0
0,215549,56,0,30,26,20246,0
20234,397222,130828,130828,0,0,46732,2
0,961146,217,0,217,0,82072,2
0,961075,85,0,67,18,82446,1
470,960829,19560,0,0,19560,82734,1
0,8900,58,0,35,23,1140,0
0,961269,218,0,218,0,82126,2
0,8578,55,0,30,25,1082,0
0,11525,57,0,34,23,1394,0
1486,825926,8243,0,8243,0,70578,2
1536,1140890,60676,60677,0,0,116828,1
0,11180,73,0,46,27,1278,0
0,961148,78,0,66,12,82408,1
0,6382,51,0,29,22,954,0
20406,399636,136780,136780,0,0,47016,2
3488,940513,102147,0,0,102147,82292,2
0,960939,141,0,141,0,82078,2
0,820250,3080,0,3080,0,70092,2
6,9611,51,0,29,22,1362,0
1784,1150954,61886,61886,0,0,117858,1
834,961059,19683,0,0,19683,82760,1
0,12809,64,0,38,26,1762,0
0,5846,96,0,67,29,744,0
0,14660,51,0,30,21,1734,0
1570,1027007,64846,64846,0,0,105166,1
20070,394026,134557,134557,0,0,46356,2
0,10875,72,0,46,26,1466,0
0,268057,59,0,33,26,25298,0
20436,400418,137179,137179,0,0,47108,2
3460,935878,95000,0,0,95000,81886,2
604,960806,18724,0,0,18724,82730,1
1516,821685,7943,0,7943,0,70216,2
0,960906,60,0,57,3,82414,1
0,11589,47,0,30,17,1582,0
0,9469,59,0,39,20,1350,0
1536,830521,8174,0,8174,0,70970,2
18178,354722,117335,117335,0,0,41732,2
14,12891,77,0,47,30,1638,0
0,8753,59,0,39,20,1040,0
20160,394541,129757,129757,0,0,46418,2
2952,928546,94167,0,0,94167,81242,2
0,231005,61,0,39,22,21470,0
0,14040,59,0,30,29,1770,0
0,8803,55,0,33,22,1096,0
0,961116,97,0,97,0,82086,2
580,961016,18586,0,0,18586,82740,1
0,9425,61,0,30,31,1164,0
3408,935871,87672,0,0,87672,81884,2
0,11504,48,0,29,19,1340,0
0,8669,47,0,31,16,1084,0
1474,822561,7826,0,7826,0,70290,2
0,13581,81,0,49,32,1828,0
2,8476,68,0,39,29,1072,0
0,14191,71,0,42,29,2090,0
1520,821885,7941,0,7941,0,70232,2
0,960985,102,0,83,19,82404,1
4,1033929,65528,65528,0,0,105874,1
0,12614,77,0,43,34,1516,0
0,10550,54,0,32,22,1266,0
0,232352,74,0,44,30,21762,0
1884,1149687,61458,61458,0,0,117728,1
0,961115,69,0,59,10,82440,1
3386,927583,78542,0,0,78542,81162,2
6,961174,246,0,246,0,82104,2
0,960998,181,0,181,0,82076,2
0,7627,67,0,41,26,990,0
0,7942,188,0,108,80,1178,0
0,961331,72,0,59,13,82406,1
0,961289,96,0,73,23,82392,1
0,961230,92,0,81,11,82436,1
10,822140,65317,0,0,65317,70796,1
0,960964,63,0,54,9,82422,1
2078,1145522,61706,61706,0,0,117308,1
20156,399845,131158,131158,0,0,47042,2
20542,401064,132897,132898,0,0,47184,2
0,15373,75,0,44,31,1798,0
0,960846,119,0,110,9,82400,1
0,1146664,62727,62727,0,0,117418,1
0,961181,97,0,69,28,82454,1
0,961194,70,0,53,17,82428,1
0,961332,5846,0,5846,0,82106,2
3464,941371,88094,0,0,88094,82366,2
3428,936571,86008,0,0,86008,81946,2
550,960711,19480,0,0,19480,82710,1
0,172036,66,0,39,27,16218,0
1468,799709,8086,0,8086,0,68338,2
2004,1036953,61072,61072,0,0,106184,1
0,961051,92,0,92,0,82084,2
0,8957,60,0,37,23,1106,0
2862,782498,87308,0,0,87308,68464,2
0,13128,83,0,49,34,1798,0
472,960879,20085,0,0,20085,82722,1
242,1142516,58832,58832,0,0,116992,1
0,10975,55,0,39,16,1380,0
0,961294,85,0,63,22,82472,1
3460,929394,99781,0,0,99781,81318,2
58,961269,75,0,75,0,82126,2
514,961190,20465,0,0,20461,82746,1
0,10386,45,0,28,17,1426,0
4,961166,128,0,128,0,82078,2
614,961143,20214,0,0,20214,82752,1
0,961110,121,0,109,12,82420,1
17876,351910,114418,114419,0,0,41402,2
3396,920784,100504,0,0,100504,80566,2
4,961066,183,0,183,0,82094,2
0,961141,74,0,57,17,82452,1
0,13339,62,0,39,23,1568,0
0,11053,50,0,30,20,1298,0
1514,1041015,61251,61251,0,0,106600,1
506,960721,18982,0,0,18982,82712,1
0,11769,72,0,42,30,1460,0
2,12822,61,0,33,28,1644,0
1773,1138887,62012,62012,0,0,116621,1
0,17018,64,0,36,28,2140,0
3392,929938,102224,0,0,102224,81364,2
0,160749,140,0,91,49,15076,0
1342,1146773,60929,60929,0,0,117430,1
20380,399761,130892,130892,0,0,47030,2
0,5799,58,0,35,23,812,0
0,961040,63,0,58,5,82412,1
1132,944755,81718,0,0,81718,82662,2
0,8881,57,0,38,19,1054,0
0,13296,56,0,34,22,1548,0
1522,830345,7595,0,7595,0,70956,2
0,7752,96,0,66,30,1178,0
1806,1146328,63946,63946,0,0,117384,1
0,68420,48,0,29,19,6570,0
8,831791,65316,0,0,65316,71626,1
542,960621,20339,0,0,20339,82710,1
0,11894,72,0,44,28,1390,0
0,12114,73,0,44,29,1588,0
20296,397776,136442,136442,0,0,46798,2
4,1143281,61506,61506,0,0,117072,1
0,961289,55,0,51,4,82444,1
0,11199,53,0,31,22,1328,0
20346,398684,136417,136418,0,0,46904,2
1480,824432,2408,0,2408,0,70450,2
3454,938626,88985,0,0,88985,82124,2
0,961292,69,0,69,0,82080,2
1784,1126437,61868,61868,0,0,115348,1
20360,398650,133099,133099,0,0,46900,2
0,961082,66,0,49,17,82454,1
0,960774,51,0,42,9,82416,1
0,12612,68,0,41,27,1438,0
2,219986,141,0,91,50,20502,0
0,961071,65,0,58,7,82412,1
1510,833626,8386,0,8386,0,71236,2
0,10514,58,0,30,28,1544,0
0,9590,57,0,33,24,1572,0
0,15693,56,0,32,24,1978,0
628,960502,20471,0,0,20471,82702,1
18120,355640,118658,118658,0,0,41840,2
4,9117,117,0,75,42,1080,0
12,15291,86,0,52,34,1848,0
2,14519,61,0,41,20,1936,0
0,14159,146,0,87,59,1822,0
0,273537,59,0,33,26,25454,0
1690,1140985,61203,61203,0,0,116838,1
2,960831,1961,0,1961,0,82102,2
0,961153,52,0,37,15,82438,1
648,960758,18796,0,0,18796,82728,1
2,961511,210,0,210,0,82122,2
0,12043,81,0,52,29,1392,0
1078,937254,94628,0,0,94628,82008,2
3440,944181,96217,0,0,96217,82612,2
3428,940726,91385,0,0,91385,82310,2
6,14748,58,0,34,24,1942,0
0,11533,66,0,41,25,1518,0
742,961340,19432,0,0,19432,82762,1
18054,354178,119715,119712,0,0,41668,2
0,960987,116,0,99,17,82402,1
2870,783323,87435,0,0,87435,68538,2
0,255315,146,0,94,52,23708,0
426,960628,231,0,231,0,82050,2
2,10773,135,0,83,52,1258,0
0,960837,53,0,36,17,82448,1
20448,399680,130486,130486,0,0,47022,2
20244,396781,133810,133812,0,0,46682,2
0,960988,53,0,49,4,82398,1
3362,929270,86306,0,0,86306,81308,2
0,961244,38557,0,0,38557,82768,1
1506,834147,7663,0,7663,0,71280,2
1768,1037265,61141,61141,0,0,106216,1
18012,354586,121787,121787,0,0,41716,2
0,10145,50,0,29,21,1176,0
0,11323,100,0,57,43,1468,0
1592,1095516,60119,60119,0,0,112180,1
20194,396270,136401,136401,0,0,46620,2
1782,1135021,61811,61811,0,0,116230,1
0,11781,51,0,29,22,1750,0
0,11389,63,0,41,22,1724,0
0,1043984,65536,65536,0,0,106904,1
1539,1151576,59825,59825,0,0,117921,1
266,961369,18958,0,0,18958,82770,1
0,961522,394,0,394,0,82136,2
0,10289,70,0,40,30,1302,0
2984,939387,97374,0,0,97374,82194,2
0,961163,91,0,79,12,82416,1
0,7643,58,0,32,26,1136,0
0,961039,89,0,69,20,82398,1
0,16119,56,0,34,22,1842,0
1612,1133491,61075,61075,0,0,116070,1
1687,1142662,61932,61932,0,0,117010,1
0,10676,53,0,28,25,1432,0
0,960919,67,0,57,10,82390,1
744,960988,20656,0,0,20656,82742,1
0,10775,56,0,28,28,1248,0
0,13241,71,0,41,30,1538,0
3496,946408,91795,0,0,91795,82806,2
0,15227,71,0,41,30,2206,0
2,13722,73,0,42,31,1616,0
8,960953,209,0,209,0,82094,2
1482,816992,7769,0,7769,0,69814,2
3444,938089,85687,0,0,85687,82080,2
0,12222,52,0,30,22,1836,0
2924,786300,86530,0,0,86530,68802,2
18010,354450,116810,116811,0,0,41700,2
0,961019,78,0,62,16,82434,1
0,13420,75,0,47,28,1526,0
0,9243,49,0,29,20,1132,0
0,13000,73,0,44,29,1662,0
0,16512,97,0,54,43,1846,0
3334,916552,87231,0,0,87231,80194,2
0,961176,45,0,45,0,82078,2
0,1140445,62377,62377,0,0,116782,1
0,10259,50,0,28,22,1610,0
760,961089,21721,0,0,21721,82756,1
18054,354552,117637,117634,0,0,41714,2
0,9034,114,0,75,39,1116,0
0,9865,60,0,38,22,1198,0
404,961328,20084,0,0,20084,82772,1
466,961203,18926,0,0,18926,82758,1
0,10625,58,0,35,23,1304,0
1895,1140498,61735,61735,0,0,116789,1
8,12723,81,0,52,29,1542,0
1610,1150601,61066,61066,0,0,117822,1
0,961021,73,0,39,34,82422,1
4,214405,64,0,42,22,20178,0
1896,1144663,61845,61845,0,0,117214,1
0,961264,191,0,191,0,82116,2
3506,938153,88806,0,0,88806,82084,2
0,960983,110,0,102,8,82368,1
0,960942,45,0,35,10,82410,1
0,7035,86,0,59,27,870,0
3226,876104,88054,0,0,88054,76654,2
8,8156,177,0,99,78,1054,0
0,960902,199,0,199,0,82074,2
